Date,Well,Oil.Calday,Water.Calday,Sc.Sand
3/1/1979,07-02,364,0,CHANNEL
4/1/1979,07-02,450,0,CHANNEL
5/1/1979,07-02,407,0,CHANNEL
6/1/1979,07-02,403,0,CHANNEL
7/1/1979,07-02,386,0,CHANNEL
8/1/1979,07-02,354,0,CHANNEL
9/1/1979,07-02,332,0,CHANNEL
10/1/1979,07-02,289,0,CHANNEL
11/1/1979,07-02,324,0,CHANNEL
12/1/1979,07-02,247,0,CHANNEL
1/1/1980,07-02,247,0,CHANNEL
3/1/1980,07-02,215,0,CHANNEL
4/1/1980,07-02,242,0,CHANNEL
5/1/1980,07-02,173,0,CHANNEL
6/1/1980,07-02,275,0,CHANNEL
7/1/1980,07-02,266,0,CHANNEL
8/1/1980,07-02,177,0,CHANNEL
9/1/1980,07-02,241,0,CHANNEL
10/1/1980,07-02,184,0,CHANNEL
11/1/1980,07-02,190,0,CHANNEL
12/1/1980,07-02,270,0,CHANNEL
1/1/1981,07-02,173,0,CHANNEL
2/1/1981,07-02,161,0,CHANNEL
3/1/1981,07-02,148,0,CHANNEL
4/1/1981,07-02,133,0,CHANNEL
5/1/1981,07-02,170,0,CHANNEL
6/1/1981,07-02,156,0,CHANNEL
7/1/1981,07-02,151,0,CHANNEL
8/1/1981,07-02,160,0,CHANNEL
9/1/1981,07-02,151,0,CHANNEL
12/1/1981,07-02,146,0,CHANNEL
2/1/1982,07-02,177,0,CHANNEL
3/1/1982,07-02,149,0,CHANNEL
5/1/1982,07-02,118,0,CHANNEL
6/1/1982,07-02,122,0,CHANNEL
7/1/1982,07-02,118,0,CHANNEL
8/1/1982,07-02,100,0,CHANNEL
9/1/1982,07-02,100,0,CHANNEL
10/1/1982,07-02,114,0,CHANNEL
11/1/1982,07-02,118,0,CHANNEL
12/1/1982,07-02,114,0,CHANNEL
1/1/1983,07-02,114,0,CHANNEL
2/1/1983,07-02,126,0,CHANNEL
3/1/1983,07-02,114,0,CHANNEL
4/1/1983,07-02,118,0,CHANNEL
6/1/1983,07-02,118,0,CHANNEL
7/1/1983,07-02,114,34,CHANNEL
8/1/1983,07-02,114,61,CHANNEL
9/1/1983,07-02,79,46,CHANNEL
10/1/1983,07-02,77,48,CHANNEL
11/1/1983,07-02,79,8,CHANNEL
12/1/1983,07-02,77,15,CHANNEL
1/1/1984,07-02,48,13,CHANNEL
2/1/1984,07-02,56,21,CHANNEL
3/1/1984,07-02,52,48,CHANNEL
4/1/1984,07-02,95,39,CHANNEL
5/1/1984,07-02,92,29,CHANNEL
6/1/1984,07-02,88,14,CHANNEL
7/1/1984,07-02,89,33,CHANNEL
8/1/1984,07-02,89,9,CHANNEL
9/1/1984,07-02,76,28,CHANNEL
10/1/1984,07-02,62,25,CHANNEL
11/1/1984,07-02,64,8,CHANNEL
12/1/1984,07-02,62,42,CHANNEL
1/1/1985,07-02,88,48,CHANNEL
2/1/1985,07-02,76,22,CHANNEL
3/1/1985,07-02,56,15,CHANNEL
4/1/1985,07-02,55,12,CHANNEL
5/1/1985,07-02,82,22,CHANNEL
6/1/1985,07-02,85,28,CHANNEL
7/1/1985,07-02,76,20,CHANNEL
8/1/1985,07-02,70,17,CHANNEL
9/1/1985,07-02,73,15,CHANNEL
10/1/1985,07-02,76,18,CHANNEL
11/1/1985,07-02,67,17,CHANNEL
12/1/1985,07-02,51,13,CHANNEL
1/1/1986,07-02,51,22,CHANNEL
2/1/1986,07-02,57,6,CHANNEL
3/1/1986,07-02,51,2,CHANNEL
4/1/1986,07-02,53,2,CHANNEL
5/1/1986,07-02,56,7,CHANNEL
6/1/1986,07-02,54,15,CHANNEL
7/1/1986,07-02,63,15,CHANNEL
8/1/1986,07-02,63,21,CHANNEL
9/1/1986,07-02,65,21,CHANNEL
10/1/1986,07-02,53,18,CHANNEL
11/1/1986,07-02,54,18,CHANNEL
12/1/1986,07-02,52,10,CHANNEL
2/1/1987,07-02,57,5,CHANNEL
3/1/1987,07-02,52,14,CHANNEL
4/1/1987,07-02,68,13,CHANNEL
5/1/1987,07-02,66,22,CHANNEL
6/1/1987,07-02,65,25,CHANNEL
7/1/1987,07-02,44,10,CHANNEL
8/1/1987,07-02,45,11,CHANNEL
9/1/1987,07-02,46,5,CHANNEL
10/1/1987,07-02,30,5,CHANNEL
11/1/1987,07-02,36,14,CHANNEL
12/1/1987,07-02,35,19,CHANNEL
1/1/1988,07-02,36,21,CHANNEL
2/1/1988,07-02,35,20,CHANNEL
3/1/1988,07-02,30,16,CHANNEL
4/1/1988,07-02,34,19,CHANNEL
5/1/1988,07-02,35,16,CHANNEL
6/1/1988,07-02,34,14,CHANNEL
7/1/1988,07-02,31,15,CHANNEL
8/1/1988,07-02,29,15,CHANNEL
9/1/1988,07-02,30,20,CHANNEL
10/1/1988,07-02,29,21,CHANNEL
11/1/1988,07-02,34,21,CHANNEL
12/1/1988,07-02,30,18,CHANNEL
1/1/1989,07-02,29,17,CHANNEL
2/1/1989,07-02,28,16,CHANNEL
3/1/1989,07-02,32,17,CHANNEL
4/1/1989,07-02,32,11,CHANNEL
5/1/1989,07-02,25,16,CHANNEL
6/1/1989,07-02,29,16,CHANNEL
7/1/1989,07-02,31,13,CHANNEL
8/1/1989,07-02,32,19,CHANNEL
9/1/1989,07-02,30,18,CHANNEL
10/1/1989,07-02,32,29,CHANNEL
11/1/1989,07-02,33,22,CHANNEL
12/1/1989,07-02,33,17,CHANNEL
1/1/1990,07-02,29,28,CHANNEL
2/1/1990,07-02,26,26,CHANNEL
3/1/1990,07-02,28,22,CHANNEL
4/1/1990,07-02,28,22,CHANNEL
5/1/1990,07-02,25,18,CHANNEL
6/1/1990,07-02,28,23,CHANNEL
7/1/1990,07-02,27,24,CHANNEL
8/1/1990,07-02,27,19,CHANNEL
9/1/1990,07-02,27,17,CHANNEL
10/1/1990,07-02,27,19,CHANNEL
11/1/1990,07-02,28,23,CHANNEL
12/1/1990,07-02,20,19,CHANNEL
1/1/1991,07-02,25,21,CHANNEL
2/1/1991,07-02,26,20,CHANNEL
3/1/1991,07-02,26,19,CHANNEL
4/1/1991,07-02,27,21,CHANNEL
5/1/1991,07-02,27,20,CHANNEL
6/1/1991,07-02,27,23,CHANNEL
7/1/1991,07-02,27,20,CHANNEL
8/1/1991,07-02,27,19,CHANNEL
9/1/1991,07-02,28,22,CHANNEL
10/1/1991,07-02,16,20,CHANNEL
11/1/1991,07-02,16,17,CHANNEL
12/1/1991,07-02,20,15,CHANNEL
1/1/1992,07-02,19,16,CHANNEL
2/1/1992,07-02,15,16,CHANNEL
3/1/1992,07-02,19,19,CHANNEL
4/1/1992,07-02,19,22,CHANNEL
5/1/1992,07-02,18,22,CHANNEL
6/1/1992,07-02,15,22,CHANNEL
7/1/1992,07-02,36,33,CHANNEL
8/1/1992,07-02,34,28,CHANNEL
9/1/1992,07-02,29,35,CHANNEL
10/1/1992,07-02,27,28,CHANNEL
11/1/1992,07-02,28,26,CHANNEL
12/1/1992,07-02,28,25,CHANNEL
1/1/1993,07-02,24,20,CHANNEL
2/1/1993,07-02,29,33,CHANNEL
3/1/1993,07-02,22,22,CHANNEL
4/1/1993,07-02,19,24,CHANNEL
5/1/1993,07-02,18,21,CHANNEL
6/1/1993,07-02,18,21,CHANNEL
7/1/1993,07-02,21,21,CHANNEL
8/1/1993,07-02,19,21,CHANNEL
9/1/1993,07-02,21,23,CHANNEL
10/1/1993,07-02,21,28,CHANNEL
11/1/1993,07-02,21,25,CHANNEL
12/1/1993,07-02,16,22,CHANNEL
1/1/1994,07-02,16,22,CHANNEL
2/1/1994,07-02,17,26,CHANNEL
3/1/1994,07-02,16,25,CHANNEL
11/1/1984,07-03,84,0,VALLEY
12/1/1984,07-03,142,0,VALLEY
1/1/1985,07-03,112,0,VALLEY
2/1/1985,07-03,203,0,VALLEY
3/1/1985,07-03,191,0,VALLEY
4/1/1985,07-03,171,0,VALLEY
5/1/1985,07-03,238,0,VALLEY
6/1/1985,07-03,212,0,VALLEY
7/1/1985,07-03,217,0,VALLEY
8/1/1985,07-03,206,0,VALLEY
9/1/1985,07-03,197,0,VALLEY
10/1/1985,07-03,157,0,VALLEY
11/1/1985,07-03,175,0,VALLEY
12/1/1985,07-03,127,0,VALLEY
1/1/1986,07-03,127,0,VALLEY
2/1/1986,07-03,163,0,VALLEY
3/1/1986,07-03,150,0,VALLEY
4/1/1986,07-03,155,0,VALLEY
5/1/1986,07-03,150,0,VALLEY
6/1/1986,07-03,149,1,VALLEY
7/1/1986,07-03,149,1,VALLEY
8/1/1986,07-03,151,2,VALLEY
9/1/1986,07-03,161,0,VALLEY
10/1/1986,07-03,174,11,VALLEY
11/1/1986,07-03,168,11,VALLEY
12/1/1986,07-03,163,2,VALLEY
1/1/1987,07-03,166,1,VALLEY
2/1/1987,07-03,162,0,VALLEY
3/1/1987,07-03,153,0,VALLEY
4/1/1987,07-03,155,0,VALLEY
5/1/1987,07-03,177,0,VALLEY
6/1/1987,07-03,168,2,VALLEY
7/1/1987,07-03,160,0,VALLEY
8/1/1987,07-03,158,0,VALLEY
9/1/1987,07-03,153,1,VALLEY
10/1/1987,07-03,154,2,VALLEY
11/1/1987,07-03,143,1,VALLEY
12/1/1987,07-03,156,0,VALLEY
1/1/1988,07-03,141,1,VALLEY
2/1/1988,07-03,141,0,VALLEY
3/1/1988,07-03,146,3,VALLEY
4/1/1988,07-03,155,0,VALLEY
5/1/1988,07-03,158,0,VALLEY
6/1/1988,07-03,148,2,VALLEY
7/1/1988,07-03,133,0,VALLEY
8/1/1988,07-03,138,0,VALLEY
9/1/1988,07-03,111,0,VALLEY
10/1/1988,07-03,138,0,VALLEY
11/1/1988,07-03,135,0,VALLEY
12/1/1988,07-03,139,0,VALLEY
1/1/1989,07-03,149,0,VALLEY
2/1/1989,07-03,149,0,VALLEY
3/1/1989,07-03,138,0,VALLEY
4/1/1989,07-03,141,0,VALLEY
5/1/1989,07-03,128,0,VALLEY
6/1/1989,07-03,139,0,VALLEY
7/1/1989,07-03,134,0,VALLEY
8/1/1989,07-03,134,0,VALLEY
9/1/1989,07-03,150,0,VALLEY
10/1/1989,07-03,134,0,VALLEY
11/1/1989,07-03,134,0,VALLEY
12/1/1989,07-03,148,0,VALLEY
1/1/1990,07-03,150,0,VALLEY
2/1/1990,07-03,145,2,VALLEY
3/1/1990,07-03,141,1,VALLEY
4/1/1990,07-03,148,0,VALLEY
5/1/1990,07-03,150,0,VALLEY
6/1/1990,07-03,148,0,VALLEY
7/1/1990,07-03,150,0,VALLEY
8/1/1990,07-03,145,0,VALLEY
9/1/1990,07-03,148,0,VALLEY
10/1/1990,07-03,132,0,VALLEY
11/1/1990,07-03,122,0,VALLEY
12/1/1990,07-03,148,0,VALLEY
1/1/1991,07-03,136,0,VALLEY
2/1/1991,07-03,127,0,VALLEY
3/1/1991,07-03,105,0,VALLEY
4/1/1991,07-03,135,0,VALLEY
5/1/1991,07-03,130,0,VALLEY
6/1/1991,07-03,90,0,VALLEY
7/1/1991,07-03,130,0,VALLEY
8/1/1991,07-03,126,0,VALLEY
9/1/1991,07-03,117,0,VALLEY
10/1/1991,07-03,128,0,VALLEY
11/1/1991,07-03,142,0,VALLEY
12/1/1991,07-03,130,0,VALLEY
1/1/1992,07-03,133,0,VALLEY
2/1/1992,07-03,127,0,VALLEY
3/1/1992,07-03,125,0,VALLEY
4/1/1992,07-03,110,0,VALLEY
5/1/1992,07-03,124,0,VALLEY
6/1/1992,07-03,128,0,VALLEY
7/1/1992,07-03,116,0,VALLEY
8/1/1992,07-03,119,0,VALLEY
9/1/1992,07-03,111,0,VALLEY
10/1/1992,07-03,127,0,VALLEY
11/1/1992,07-03,111,0,VALLEY
12/1/1992,07-03,104,0,VALLEY
1/1/1993,07-03,105,0,VALLEY
2/1/1993,07-03,100,0,VALLEY
3/1/1993,07-03,109,0,VALLEY
4/1/1993,07-03,95,0,VALLEY
5/1/1993,07-03,104,0,VALLEY
6/1/1993,07-03,108,0,VALLEY
7/1/1993,07-03,106,0,VALLEY
8/1/1993,07-03,101,0,VALLEY
9/1/1993,07-03,105,0,VALLEY
10/1/1993,07-03,96,0,VALLEY
11/1/1993,07-03,98,0,VALLEY
12/1/1993,07-03,93,2,VALLEY
1/1/1994,07-03,93,3,VALLEY
2/1/1994,07-03,102,4,VALLEY
3/1/1994,07-03,93,3,VALLEY
10/1/1983,08-02,120,2,CHANNEL
11/1/1983,08-02,259,0,CHANNEL
12/1/1983,08-02,241,1,CHANNEL
2/1/1984,08-02,243,1,CHANNEL
5/1/1984,08-02,215,1,CHANNEL
6/1/1984,08-02,209,1,CHANNEL
7/1/1984,08-02,189,1,CHANNEL
8/1/1984,08-02,179,1,CHANNEL
9/1/1984,08-02,175,0,CHANNEL
10/1/1984,08-02,160,2,CHANNEL
11/1/1984,08-02,158,2,CHANNEL
12/1/1984,08-02,140,1,CHANNEL
2/1/1985,08-02,152,0,CHANNEL
3/1/1985,08-02,116,1,CHANNEL
4/1/1985,08-02,113,0,CHANNEL
5/1/1985,08-02,103,0,CHANNEL
6/1/1985,08-02,100,0,CHANNEL
7/1/1985,08-02,90,1,CHANNEL
8/1/1985,08-02,84,0,CHANNEL
9/1/1985,08-02,82,1,CHANNEL
10/1/1985,08-02,52,1,CHANNEL
11/1/1985,08-02,54,1,CHANNEL
12/1/1985,08-02,53,1,CHANNEL
1/1/1986,08-02,53,1,CHANNEL
2/1/1986,08-02,41,0,CHANNEL
3/1/1986,08-02,30,0,CHANNEL
5/1/1986,08-02,15,0,CHANNEL
9/1/1986,08-02,2,0,CHANNEL
2/1/1985,08-03,13,0,VALLEY
3/1/1985,08-03,9,0,VALLEY
4/1/1985,08-03,81,0,VALLEY
5/1/1985,08-03,127,0,VALLEY
6/1/1985,08-03,148,0,VALLEY
7/1/1985,08-03,141,0,VALLEY
8/1/1985,08-03,129,0,VALLEY
9/1/1985,08-03,190,0,VALLEY
10/1/1985,08-03,174,0,VALLEY
11/1/1985,08-03,191,0,VALLEY
12/1/1985,08-03,177,0,VALLEY
1/1/1986,08-03,194,0,VALLEY
2/1/1986,08-03,197,0,VALLEY
3/1/1986,08-03,164,0,VALLEY
4/1/1986,08-03,169,0,VALLEY
5/1/1986,08-03,201,0,VALLEY
6/1/1986,08-03,182,0,VALLEY
7/1/1986,08-03,171,0,VALLEY
8/1/1986,08-03,187,0,VALLEY
9/1/1986,08-03,149,1,VALLEY
10/1/1986,08-03,192,0,VALLEY
11/1/1986,08-03,196,0,VALLEY
12/1/1986,08-03,197,0,VALLEY
1/1/1987,08-03,200,0,VALLEY
2/1/1987,08-03,200,0,VALLEY
3/1/1987,08-03,193,0,VALLEY
4/1/1987,08-03,191,1,VALLEY
5/1/1987,08-03,180,2,VALLEY
6/1/1987,08-03,181,0,VALLEY
7/1/1987,08-03,159,0,VALLEY
8/1/1987,08-03,132,0,VALLEY
9/1/1987,08-03,160,0,VALLEY
10/1/1987,08-03,192,0,VALLEY
11/1/1987,08-03,199,0,VALLEY
12/1/1987,08-03,197,0,VALLEY
1/1/1988,08-03,197,0,VALLEY
2/1/1988,08-03,194,0,VALLEY
3/1/1988,08-03,145,0,VALLEY
4/1/1988,08-03,135,0,VALLEY
5/1/1988,08-03,123,0,VALLEY
6/1/1988,08-03,135,0,VALLEY
7/1/1988,08-03,179,0,VALLEY
8/1/1988,08-03,183,0,VALLEY
9/1/1988,08-03,135,0,VALLEY
10/1/1988,08-03,182,0,VALLEY
11/1/1988,08-03,180,0,VALLEY
12/1/1988,08-03,179,0,VALLEY
1/1/1989,08-03,170,0,VALLEY
2/1/1989,08-03,175,0,VALLEY
3/1/1989,08-03,165,0,VALLEY
4/1/1989,08-03,173,0,VALLEY
5/1/1989,08-03,170,0,VALLEY
6/1/1989,08-03,173,0,VALLEY
7/1/1989,08-03,158,0,VALLEY
8/1/1989,08-03,160,0,VALLEY
9/1/1989,08-03,156,5,VALLEY
10/1/1989,08-03,163,4,VALLEY
11/1/1989,08-03,166,2,VALLEY
12/1/1989,08-03,143,0,VALLEY
1/1/1990,08-03,146,0,VALLEY
2/1/1990,08-03,154,2,VALLEY
3/1/1990,08-03,151,2,VALLEY
4/1/1990,08-03,141,0,VALLEY
5/1/1990,08-03,155,0,VALLEY
6/1/1990,08-03,159,0,VALLEY
7/1/1990,08-03,152,0,VALLEY
8/1/1990,08-03,155,0,VALLEY
9/1/1990,08-03,154,0,VALLEY
10/1/1990,08-03,126,0,VALLEY
11/1/1990,08-03,131,0,VALLEY
12/1/1990,08-03,160,0,VALLEY
1/1/1991,08-03,148,0,VALLEY
2/1/1991,08-03,149,0,VALLEY
3/1/1991,08-03,150,0,VALLEY
4/1/1991,08-03,146,0,VALLEY
5/1/1991,08-03,139,0,VALLEY
6/1/1991,08-03,96,0,VALLEY
7/1/1991,08-03,133,0,VALLEY
8/1/1991,08-03,135,0,VALLEY
9/1/1991,08-03,137,0,VALLEY
10/1/1991,08-03,140,0,VALLEY
11/1/1991,08-03,127,0,VALLEY
12/1/1991,08-03,118,0,VALLEY
1/1/1992,08-03,122,0,VALLEY
2/1/1992,08-03,120,0,VALLEY
3/1/1992,08-03,117,0,VALLEY
4/1/1992,08-03,118,0,VALLEY
5/1/1992,08-03,121,0,VALLEY
6/1/1992,08-03,105,0,VALLEY
7/1/1992,08-03,115,0,VALLEY
8/1/1992,08-03,111,0,VALLEY
9/1/1992,08-03,103,0,VALLEY
10/1/1992,08-03,108,0,VALLEY
11/1/1992,08-03,123,0,VALLEY
12/1/1992,08-03,89,0,VALLEY
1/1/1993,08-03,90,0,VALLEY
2/1/1993,08-03,93,0,VALLEY
3/1/1993,08-03,97,0,VALLEY
4/1/1993,08-03,85,0,VALLEY
5/1/1993,08-03,97,0,VALLEY
6/1/1993,08-03,101,0,VALLEY
7/1/1993,08-03,107,0,VALLEY
8/1/1993,08-03,101,0,VALLEY
9/1/1993,08-03,101,0,VALLEY
10/1/1993,08-03,95,0,VALLEY
11/1/1993,08-03,102,0,VALLEY
12/1/1993,08-03,98,0,VALLEY
1/1/1994,08-03,98,0,VALLEY
2/1/1994,08-03,108,0,VALLEY
3/1/1994,08-03,98,0,VALLEY
1/1/1979,09-02,127,0,CHANNEL
2/1/1979,09-02,129,0,CHANNEL
3/1/1979,09-02,317,0,CHANNEL
4/1/1979,09-02,303,0,CHANNEL
5/1/1979,09-02,293,0,CHANNEL
6/1/1979,09-02,450,0,CHANNEL
7/1/1979,09-02,429,0,CHANNEL
8/1/1979,09-02,429,0,CHANNEL
9/1/1979,09-02,437,0,CHANNEL
10/1/1979,09-02,403,0,CHANNEL
11/1/1979,09-02,316,0,CHANNEL
12/1/1979,09-02,396,0,CHANNEL
1/1/1980,09-02,384,0,CHANNEL
2/1/1980,09-02,358,0,CHANNEL
3/1/1980,09-02,327,0,CHANNEL
4/1/1980,09-02,342,0,CHANNEL
5/1/1980,09-02,331,0,CHANNEL
6/1/1980,09-02,331,0,CHANNEL
7/1/1980,09-02,312,0,CHANNEL
8/1/1980,09-02,195,0,CHANNEL
9/1/1980,09-02,237,0,CHANNEL
10/1/1980,09-02,229,0,CHANNEL
11/1/1980,09-02,237,0,CHANNEL
12/1/1980,09-02,229,0,CHANNEL
1/1/1981,09-02,229,0,CHANNEL
2/1/1981,09-02,254,0,CHANNEL
3/1/1981,09-02,229,0,CHANNEL
4/1/1981,09-02,237,0,CHANNEL
5/1/1981,09-02,229,0,CHANNEL
6/1/1981,09-02,234,0,CHANNEL
7/1/1981,09-02,211,0,CHANNEL
8/1/1981,09-02,217,0,CHANNEL
9/1/1981,09-02,228,0,CHANNEL
12/1/1981,09-02,230,0,CHANNEL
1/1/1982,09-02,236,0,CHANNEL
2/1/1982,09-02,251,0,CHANNEL
3/1/1982,09-02,224,0,CHANNEL
4/1/1982,09-02,254,0,CHANNEL
5/1/1982,09-02,236,0,CHANNEL
6/1/1982,09-02,234,0,CHANNEL
7/1/1982,09-02,224,0,CHANNEL
10/1/1982,09-02,217,0,CHANNEL
3/1/1983,09-02,214,0,CHANNEL
4/1/1983,09-02,208,0,CHANNEL
5/1/1983,09-02,191,0,CHANNEL
6/1/1983,09-02,191,0,CHANNEL
10/1/1983,09-02,182,0,CHANNEL
11/1/1983,09-02,184,0,CHANNEL
12/1/1983,09-02,175,0,CHANNEL
1/1/1984,09-02,175,0,CHANNEL
2/1/1984,09-02,187,0,CHANNEL
3/1/1984,09-02,188,0,CHANNEL
4/1/1984,09-02,165,0,CHANNEL
5/1/1984,09-02,135,0,CHANNEL
7/1/1984,09-02,150,0,CHANNEL
8/1/1984,09-02,139,0,CHANNEL
9/1/1984,09-02,144,0,CHANNEL
10/1/1984,09-02,139,0,CHANNEL
11/1/1984,09-02,144,0,CHANNEL
12/1/1984,09-02,165,0,CHANNEL
1/1/1985,09-02,128,0,CHANNEL
2/1/1985,09-02,142,0,CHANNEL
3/1/1985,09-02,128,0,CHANNEL
4/1/1985,09-02,163,0,CHANNEL
5/1/1985,09-02,158,0,CHANNEL
6/1/1985,09-02,107,0,CHANNEL
7/1/1985,09-02,103,0,CHANNEL
8/1/1985,09-02,103,0,CHANNEL
9/1/1985,09-02,93,0,CHANNEL
10/1/1985,09-02,90,0,CHANNEL
11/1/1985,09-02,114,0,CHANNEL
12/1/1985,09-02,108,0,CHANNEL
1/1/1986,09-02,70,0,CHANNEL
2/1/1986,09-02,105,0,CHANNEL
3/1/1986,09-02,94,0,CHANNEL
4/1/1986,09-02,98,0,CHANNEL
5/1/1986,09-02,94,0,CHANNEL
6/1/1986,09-02,98,0,CHANNEL
7/1/1986,09-02,94,1,CHANNEL
8/1/1986,09-02,85,1,CHANNEL
9/1/1986,09-02,120,0,CHANNEL
10/1/1986,09-02,81,0,CHANNEL
11/1/1986,09-02,83,0,CHANNEL
12/1/1986,09-02,93,0,CHANNEL
1/1/1987,09-02,85,0,CHANNEL
2/1/1987,09-02,94,1,CHANNEL
3/1/1987,09-02,85,0,CHANNEL
4/1/1987,09-02,88,0,CHANNEL
5/1/1987,09-02,82,0,CHANNEL
6/1/1987,09-02,85,0,CHANNEL
7/1/1987,09-02,82,2,CHANNEL
8/1/1987,09-02,82,2,CHANNEL
9/1/1987,09-02,64,1,CHANNEL
10/1/1987,09-02,62,0,CHANNEL
11/1/1987,09-02,64,0,CHANNEL
12/1/1987,09-02,62,0,CHANNEL
1/1/1988,09-02,62,0,CHANNEL
2/1/1988,09-02,66,0,CHANNEL
3/1/1988,09-02,40,0,CHANNEL
4/1/1988,09-02,41,0,CHANNEL
5/1/1988,09-02,45,0,CHANNEL
6/1/1988,09-02,46,0,CHANNEL
7/1/1988,09-02,45,0,CHANNEL
8/1/1988,09-02,51,0,CHANNEL
9/1/1988,09-02,53,0,CHANNEL
10/1/1988,09-02,47,0,CHANNEL
11/1/1988,09-02,45,0,CHANNEL
12/1/1988,09-02,44,0,CHANNEL
1/1/1989,09-02,40,0,CHANNEL
2/1/1989,09-02,49,0,CHANNEL
3/1/1989,09-02,45,0,CHANNEL
4/1/1989,09-02,46,0,CHANNEL
5/1/1989,09-02,44,0,CHANNEL
6/1/1989,09-02,43,0,CHANNEL
7/1/1989,09-02,40,0,CHANNEL
8/1/1989,09-02,41,0,CHANNEL
9/1/1989,09-02,40,0,CHANNEL
10/1/1989,09-02,36,0,CHANNEL
11/1/1989,09-02,38,0,CHANNEL
12/1/1989,09-02,42,0,CHANNEL
1/1/1990,09-02,42,0,CHANNEL
2/1/1990,09-02,44,0,CHANNEL
3/1/1990,09-02,35,0,CHANNEL
4/1/1990,09-02,36,0,CHANNEL
5/1/1990,09-02,38,0,CHANNEL
6/1/1990,09-02,39,0,CHANNEL
7/1/1990,09-02,41,0,CHANNEL
8/1/1990,09-02,41,0,CHANNEL
9/1/1990,09-02,49,0,CHANNEL
10/1/1990,09-02,43,0,CHANNEL
11/1/1990,09-02,45,0,CHANNEL
12/1/1990,09-02,50,0,CHANNEL
1/1/1991,09-02,46,0,CHANNEL
2/1/1991,09-02,45,0,CHANNEL
3/1/1991,09-02,46,0,CHANNEL
4/1/1991,09-02,44,0,CHANNEL
5/1/1991,09-02,44,0,CHANNEL
6/1/1991,09-02,46,0,CHANNEL
7/1/1991,09-02,42,0,CHANNEL
8/1/1991,09-02,39,0,CHANNEL
9/1/1991,09-02,38,0,CHANNEL
10/1/1991,09-02,37,0,CHANNEL
11/1/1991,09-02,38,0,CHANNEL
12/1/1991,09-02,38,0,CHANNEL
1/1/1992,09-02,35,0,CHANNEL
2/1/1992,09-02,35,0,CHANNEL
3/1/1992,09-02,34,0,CHANNEL
4/1/1992,09-02,35,0,CHANNEL
5/1/1992,09-02,34,0,CHANNEL
6/1/1992,09-02,26,0,CHANNEL
7/1/1992,09-02,32,0,CHANNEL
8/1/1992,09-02,31,0,CHANNEL
9/1/1992,09-02,30,0,CHANNEL
10/1/1992,09-02,31,0,CHANNEL
11/1/1992,09-02,32,0,CHANNEL
12/1/1992,09-02,26,0,CHANNEL
1/1/1993,09-02,30,0,CHANNEL
2/1/1993,09-02,31,0,CHANNEL
3/1/1993,09-02,29,0,CHANNEL
4/1/1993,09-02,29,0,CHANNEL
5/1/1993,09-02,30,0,CHANNEL
6/1/1993,09-02,31,0,CHANNEL
7/1/1993,09-02,31,0,CHANNEL
8/1/1993,09-02,29,0,CHANNEL
9/1/1993,09-02,31,0,CHANNEL
10/1/1993,09-02,25,0,CHANNEL
11/1/1993,09-02,26,0,CHANNEL
12/1/1993,09-02,25,0,CHANNEL
1/1/1994,09-02,25,0,CHANNEL
2/1/1994,09-02,27,0,CHANNEL
3/1/1994,09-02,25,0,CHANNEL
6/1/1981,09-03,57,0,VALLEY
7/1/1981,09-03,74,0,VALLEY
8/1/1981,09-03,67,0,VALLEY
9/1/1981,09-03,113,0,VALLEY
10/1/1981,09-03,166,0,VALLEY
11/1/1981,09-03,148,0,VALLEY
12/1/1981,09-03,160,0,VALLEY
1/1/1982,09-03,158,0,VALLEY
2/1/1982,09-03,189,0,VALLEY
3/1/1982,09-03,185,0,VALLEY
4/1/1982,09-03,118,0,VALLEY
5/1/1982,09-03,169,0,VALLEY
6/1/1982,09-03,152,0,VALLEY
7/1/1982,09-03,129,0,VALLEY
8/1/1982,09-03,120,0,VALLEY
9/1/1982,09-03,163,0,VALLEY
10/1/1982,09-03,153,0,VALLEY
11/1/1982,09-03,130,0,VALLEY
12/1/1982,09-03,131,0,VALLEY
1/1/1983,09-03,112,0,VALLEY
2/1/1983,09-03,148,0,VALLEY
3/1/1983,09-03,141,0,VALLEY
4/1/1983,09-03,137,0,VALLEY
5/1/1983,09-03,124,0,VALLEY
6/1/1983,09-03,102,0,VALLEY
7/1/1983,09-03,121,0,VALLEY
8/1/1983,09-03,121,0,VALLEY
9/1/1983,09-03,82,0,VALLEY
10/1/1983,09-03,79,0,VALLEY
11/1/1983,09-03,121,0,VALLEY
12/1/1983,09-03,122,0,VALLEY
1/1/1984,09-03,115,0,VALLEY
2/1/1984,09-03,119,0,VALLEY
3/1/1984,09-03,56,0,VALLEY
4/1/1984,09-03,56,0,VALLEY
5/1/1984,09-03,48,0,VALLEY
6/1/1984,09-03,55,0,VALLEY
7/1/1984,09-03,45,0,VALLEY
8/1/1984,09-03,39,0,VALLEY
9/1/1984,09-03,40,0,VALLEY
10/1/1984,09-03,47,0,VALLEY
11/1/1984,09-03,49,0,VALLEY
12/1/1984,09-03,47,0,VALLEY
1/1/1985,09-03,47,0,VALLEY
2/1/1985,09-03,41,0,VALLEY
3/1/1985,09-03,74,0,VALLEY
4/1/1985,09-03,77,0,VALLEY
5/1/1985,09-03,74,0,VALLEY
6/1/1985,09-03,77,0,VALLEY
7/1/1985,09-03,91,0,VALLEY
8/1/1985,09-03,91,0,VALLEY
