Date,Well,Oil.Calday,Water.Calday,Sc.Sand
2/1/1981,12-02,470,0,CHANNEL
3/1/1981,12-02,357,0,CHANNEL
4/1/1981,12-02,385,0,CHANNEL
5/1/1981,12-02,454,0,CHANNEL
6/1/1981,12-02,469,0,CHANNEL
7/1/1981,12-02,454,0,CHANNEL
8/1/1981,12-02,487,0,CHANNEL
9/1/1981,12-02,366,0,CHANNEL
10/1/1981,12-02,354,0,CHANNEL
11/1/1981,12-02,366,0,CHANNEL
12/1/1981,12-02,354,0,CHANNEL
1/1/1982,12-02,213,0,CHANNEL
2/1/1982,12-02,308,0,CHANNEL
3/1/1982,12-02,330,0,CHANNEL
4/1/1982,12-02,250,0,CHANNEL
5/1/1982,12-02,354,0,CHANNEL
6/1/1982,12-02,366,0,CHANNEL
7/1/1982,12-02,245,0,CHANNEL
8/1/1982,12-02,232,0,CHANNEL
9/1/1982,12-02,240,0,CHANNEL
10/1/1982,12-02,232,0,CHANNEL
11/1/1982,12-02,240,0,CHANNEL
12/1/1982,12-02,250,0,CHANNEL
1/1/1983,12-02,238,0,CHANNEL
2/1/1983,12-02,235,0,CHANNEL
3/1/1983,12-02,213,0,CHANNEL
4/1/1983,12-02,205,0,CHANNEL
5/1/1983,12-02,189,0,CHANNEL
6/1/1983,12-02,195,0,CHANNEL
7/1/1983,12-02,159,0,CHANNEL
8/1/1983,12-02,161,0,CHANNEL
9/1/1983,12-02,159,0,CHANNEL
10/1/1983,12-02,154,1,CHANNEL
11/1/1983,12-02,140,1,CHANNEL
12/1/1983,12-02,134,1,CHANNEL
1/1/1984,12-02,102,0,CHANNEL
2/1/1984,12-02,118,1,CHANNEL
3/1/1984,12-02,88,1,CHANNEL
4/1/1984,12-02,99,1,CHANNEL
5/1/1984,12-02,103,1,CHANNEL
6/1/1984,12-02,96,0,CHANNEL
7/1/1984,12-02,93,1,CHANNEL
9/1/1984,12-02,85,1,CHANNEL
10/1/1984,12-02,94,1,CHANNEL
11/1/1984,12-02,85,1,CHANNEL
1/1/1985,12-02,74,1,CHANNEL
2/1/1985,12-02,92,1,CHANNEL
3/1/1985,12-02,87,1,CHANNEL
4/1/1985,12-02,90,1,CHANNEL
5/1/1985,12-02,81,0,CHANNEL
6/1/1985,12-02,93,1,CHANNEL
7/1/1985,12-02,75,0,CHANNEL
8/1/1985,12-02,84,1,CHANNEL
9/1/1985,12-02,55,1,CHANNEL
10/1/1985,12-02,68,1,CHANNEL
11/1/1985,12-02,60,0,CHANNEL
12/1/1985,12-02,58,0,CHANNEL
1/1/1986,12-02,46,0,CHANNEL
2/1/1986,12-02,51,1,CHANNEL
3/1/1986,12-02,46,0,CHANNEL
4/1/1986,12-02,47,0,CHANNEL
5/1/1986,12-02,56,0,CHANNEL
6/1/1986,12-02,63,0,CHANNEL
7/1/1986,12-02,53,1,CHANNEL
8/1/1986,12-02,54,0,CHANNEL
9/1/1986,12-02,55,0,CHANNEL
10/1/1986,12-02,37,0,CHANNEL
11/1/1986,12-02,59,0,CHANNEL
12/1/1986,12-02,57,0,CHANNEL
2/1/1987,12-02,64,0,CHANNEL
3/1/1987,12-02,57,0,CHANNEL
4/1/1987,12-02,59,1,CHANNEL
5/1/1987,12-02,57,2,CHANNEL
6/1/1987,12-02,33,1,CHANNEL
7/1/1987,12-02,46,4,CHANNEL
8/1/1987,12-02,40,4,CHANNEL
9/1/1987,12-02,33,3,CHANNEL
10/1/1987,12-02,35,2,CHANNEL
11/1/1987,12-02,37,0,CHANNEL
12/1/1987,12-02,33,0,CHANNEL
1/1/1988,12-02,30,0,CHANNEL
2/1/1988,12-02,33,0,CHANNEL
3/1/1988,12-02,30,0,CHANNEL
4/1/1988,12-02,31,0,CHANNEL
5/1/1988,12-02,51,0,CHANNEL
6/1/1988,12-02,47,0,CHANNEL
7/1/1988,12-02,43,0,CHANNEL
8/1/1988,12-02,45,0,CHANNEL
9/1/1988,12-02,43,0,CHANNEL
10/1/1988,12-02,39,0,CHANNEL
11/1/1988,12-02,38,0,CHANNEL
12/1/1988,12-02,31,0,CHANNEL
10/1/1990,12-02,26,0,CHANNEL
11/1/1990,12-02,28,0,CHANNEL
12/1/1990,12-02,27,0,CHANNEL
1/1/1991,12-02,29,0,CHANNEL
2/1/1991,12-02,31,0,CHANNEL
3/1/1991,12-02,27,0,CHANNEL
4/1/1991,12-02,28,0,CHANNEL
5/1/1991,12-02,23,0,CHANNEL
6/1/1991,12-02,24,0,CHANNEL
7/1/1991,12-02,23,0,CHANNEL
8/1/1991,12-02,22,0,CHANNEL
9/1/1991,12-02,23,0,CHANNEL
10/1/1991,12-02,22,0,CHANNEL
11/1/1991,12-02,23,0,CHANNEL
12/1/1991,12-02,23,0,CHANNEL
1/1/1992,12-02,21,0,CHANNEL
2/1/1992,12-02,20,0,CHANNEL
3/1/1992,12-02,20,0,CHANNEL
4/1/1992,12-02,21,0,CHANNEL
5/1/1992,12-02,20,0,CHANNEL
6/1/1992,12-02,20,0,CHANNEL
7/1/1992,12-02,22,0,CHANNEL
8/1/1992,12-02,22,0,CHANNEL
9/1/1992,12-02,21,0,CHANNEL
10/1/1992,12-02,21,0,CHANNEL
11/1/1992,12-02,18,0,CHANNEL
12/1/1992,12-02,17,0,CHANNEL
1/1/1993,12-02,18,0,CHANNEL
2/1/1993,12-02,19,0,CHANNEL
3/1/1993,12-02,19,0,CHANNEL
4/1/1993,12-02,18,0,CHANNEL
5/1/1993,12-02,18,0,CHANNEL
6/1/1993,12-02,18,0,CHANNEL
7/1/1993,12-02,17,0,CHANNEL
8/1/1993,12-02,16,0,CHANNEL
9/1/1993,12-02,16,0,CHANNEL
10/1/1993,12-02,15,0,CHANNEL
11/1/1993,12-02,15,0,CHANNEL
12/1/1993,12-02,13,0,CHANNEL
1/1/1994,12-02,13,0,CHANNEL
2/1/1994,12-02,14,0,CHANNEL
3/1/1994,12-02,13,0,CHANNEL
9/1/1984,12-03,129,179,VALLEY
10/1/1984,12-03,118,248,VALLEY
11/1/1984,12-03,100,204,VALLEY
12/1/1984,12-03,112,160,VALLEY
1/1/1985,12-03,103,187,VALLEY
2/1/1985,12-03,110,171,VALLEY
3/1/1985,12-03,93,204,VALLEY
4/1/1985,12-03,95,193,VALLEY
5/1/1985,12-03,80,167,VALLEY
6/1/1985,12-03,60,170,VALLEY
7/1/1985,12-03,58,133,VALLEY
8/1/1985,12-03,50,128,VALLEY
9/1/1985,12-03,48,122,VALLEY
10/1/1985,12-03,37,120,VALLEY
11/1/1985,12-03,49,167,VALLEY
12/1/1985,12-03,50,179,VALLEY
1/1/1986,12-03,50,171,VALLEY
2/1/1986,12-03,44,146,VALLEY
3/1/1986,12-03,33,120,VALLEY
4/1/1986,12-03,34,69,VALLEY
5/1/1986,12-03,33,140,VALLEY
6/1/1986,12-03,30,159,VALLEY
7/1/1986,12-03,22,95,VALLEY
8/1/1986,12-03,22,88,VALLEY
9/1/1986,12-03,26,81,VALLEY
10/1/1986,12-03,25,137,VALLEY
11/1/1986,12-03,32,145,VALLEY
12/1/1986,12-03,31,129,VALLEY
1/1/1987,12-03,31,69,VALLEY
2/1/1987,12-03,24,125,VALLEY
3/1/1987,12-03,26,105,VALLEY
4/1/1987,12-03,21,102,VALLEY
5/1/1987,12-03,21,79,VALLEY
6/1/1987,12-03,17,85,VALLEY
7/1/1987,12-03,23,98,VALLEY
8/1/1987,12-03,23,116,VALLEY
9/1/1987,12-03,21,94,VALLEY
10/1/1987,12-03,17,67,VALLEY
11/1/1987,12-03,16,64,VALLEY
12/1/1987,12-03,17,72,VALLEY
1/1/1988,12-03,12,34,VALLEY
2/1/1988,12-03,9,33,VALLEY
3/1/1988,12-03,8,36,VALLEY
4/1/1988,12-03,9,42,VALLEY
5/1/1988,12-03,8,42,VALLEY
6/1/1988,12-03,9,52,VALLEY
7/1/1988,12-03,8,58,VALLEY
8/1/1988,12-03,9,65,VALLEY
9/1/1988,12-03,9,77,VALLEY
10/1/1988,12-03,8,84,VALLEY
11/1/1988,12-03,2,20,VALLEY
10/1/1982,12-36,285,83,CHANNEL
11/1/1982,12-36,270,88,CHANNEL
12/1/1982,12-36,195,62,CHANNEL
1/1/1983,12-36,217,82,CHANNEL
2/1/1983,12-36,240,42,CHANNEL
3/1/1983,12-36,217,34,CHANNEL
4/1/1983,12-36,231,87,CHANNEL
5/1/1983,12-36,202,69,CHANNEL
6/1/1983,12-36,209,126,CHANNEL
7/1/1983,12-36,202,130,CHANNEL
8/1/1983,12-36,178,16,CHANNEL
9/1/1983,12-36,173,15,CHANNEL
10/1/1983,12-36,176,12,CHANNEL
11/1/1983,12-36,251,14,CHANNEL
12/1/1983,12-36,233,16,CHANNEL
1/1/1984,12-36,228,9,CHANNEL
2/1/1984,12-36,241,13,CHANNEL
3/1/1984,12-36,204,14,CHANNEL
4/1/1984,12-36,184,11,CHANNEL
5/1/1984,12-36,178,0,CHANNEL
7/1/1984,12-36,125,7,CHANNEL
8/1/1984,12-36,153,7,CHANNEL
9/1/1984,12-36,158,12,CHANNEL
10/1/1984,12-36,229,15,CHANNEL
11/1/1984,12-36,218,9,CHANNEL
12/1/1984,12-36,211,14,CHANNEL
1/1/1985,12-36,211,17,CHANNEL
2/1/1985,12-36,233,206,CHANNEL
3/1/1985,12-36,211,88,CHANNEL
4/1/1985,12-36,102,373,CHANNEL
5/1/1985,12-36,99,464,CHANNEL
6/1/1985,12-36,102,663,CHANNEL
7/1/1985,12-36,96,470,CHANNEL
8/1/1985,12-36,71,360,CHANNEL
9/1/1985,12-36,72,363,CHANNEL
10/1/1985,12-36,69,419,CHANNEL
11/1/1985,12-36,72,321,CHANNEL
12/1/1985,12-36,69,306,CHANNEL
1/1/1986,12-36,69,260,CHANNEL
2/1/1986,12-36,99,189,CHANNEL
3/1/1986,12-36,117,242,CHANNEL
4/1/1986,12-36,126,260,CHANNEL
5/1/1986,12-36,132,285,CHANNEL
6/1/1986,12-36,106,390,CHANNEL
7/1/1986,12-36,138,394,CHANNEL
8/1/1986,12-36,93,463,CHANNEL
9/1/1986,12-36,107,567,CHANNEL
10/1/1986,12-36,120,510,CHANNEL
11/1/1986,12-36,124,476,CHANNEL
12/1/1986,12-36,99,466,CHANNEL
1/1/1987,12-36,118,380,CHANNEL
2/1/1987,12-36,128,457,CHANNEL
3/1/1987,12-36,101,450,CHANNEL
4/1/1987,12-36,103,519,CHANNEL
5/1/1987,12-36,89,392,CHANNEL
6/1/1987,12-36,93,443,CHANNEL
7/1/1987,12-36,90,384,CHANNEL
8/1/1987,12-36,90,427,CHANNEL
9/1/1987,12-36,93,455,CHANNEL
10/1/1987,12-36,72,467,CHANNEL
11/1/1987,12-36,82,444,CHANNEL
12/1/1987,12-36,65,540,CHANNEL
1/1/1988,12-36,72,357,CHANNEL
2/1/1988,12-36,85,389,CHANNEL
3/1/1988,12-36,74,468,CHANNEL
4/1/1988,12-36,61,484,CHANNEL
5/1/1988,12-36,46,481,CHANNEL
6/1/1988,12-36,42,410,CHANNEL
7/1/1988,12-36,42,453,CHANNEL
8/1/1988,12-36,38,440,CHANNEL
9/1/1988,12-36,40,260,CHANNEL
10/1/1988,12-36,24,295,CHANNEL
11/1/1988,12-36,34,301,CHANNEL
12/1/1988,12-36,33,293,CHANNEL
1/1/1989,12-36,28,202,CHANNEL
4/1/1989,12-36,29,208,CHANNEL
5/1/1989,12-36,29,223,CHANNEL
6/1/1989,12-36,27,200,CHANNEL
7/1/1989,12-36,26,182,CHANNEL
8/1/1989,12-36,26,185,CHANNEL
9/1/1989,12-36,27,184,CHANNEL
10/1/1989,12-36,21,144,CHANNEL
11/1/1989,12-36,21,143,CHANNEL
12/1/1989,12-36,23,166,CHANNEL
1/1/1990,12-36,21,164,CHANNEL
2/1/1990,12-36,17,141,CHANNEL
3/1/1990,12-36,22,185,CHANNEL
4/1/1990,12-36,21,173,CHANNEL
5/1/1990,12-36,21,160,CHANNEL
6/1/1990,12-36,21,171,CHANNEL
7/1/1990,12-36,21,158,CHANNEL
8/1/1990,12-36,21,151,CHANNEL
9/1/1990,12-36,17,124,CHANNEL
10/1/1990,12-36,16,126,CHANNEL
11/1/1990,12-36,19,156,CHANNEL
12/1/1990,12-36,16,145,CHANNEL
1/1/1991,12-36,16,127,CHANNEL
2/1/1991,12-36,18,147,CHANNEL
3/1/1991,12-36,11,128,CHANNEL
4/1/1991,12-36,12,105,CHANNEL
5/1/1991,12-36,11,100,CHANNEL
6/1/1991,12-36,11,96,CHANNEL
7/1/1991,12-36,11,98,CHANNEL
8/1/1991,12-36,11,90,CHANNEL
9/1/1991,12-36,12,98,CHANNEL
10/1/1991,12-36,12,100,CHANNEL
11/1/1991,12-36,10,87,CHANNEL
12/1/1991,12-36,10,82,CHANNEL
1/1/1992,12-36,10,76,CHANNEL
2/1/1992,12-36,9,74,CHANNEL
3/1/1992,12-36,6,52,CHANNEL
4/1/1992,12-36,6,53,CHANNEL
5/1/1992,12-36,6,51,CHANNEL
6/1/1992,12-36,6,52,CHANNEL
4/1/1987,13-02,197,0,CHANNEL
5/1/1987,13-02,432,0,CHANNEL
6/1/1987,13-02,390,0,CHANNEL
7/1/1987,13-02,422,0,CHANNEL
8/1/1987,13-02,422,0,CHANNEL
9/1/1987,13-02,531,0,CHANNEL
10/1/1987,13-02,508,0,CHANNEL
11/1/1987,13-02,525,0,CHANNEL
12/1/1987,13-02,576,0,CHANNEL
1/1/1988,13-02,602,0,CHANNEL
2/1/1988,13-02,729,0,CHANNEL
3/1/1988,13-02,1020,0,CHANNEL
4/1/1988,13-02,1054,0,CHANNEL
5/1/1988,13-02,1095,0,CHANNEL
6/1/1988,13-02,1100,0,CHANNEL
7/1/1988,13-02,926,0,CHANNEL
8/1/1988,13-02,679,0,CHANNEL
9/1/1988,13-02,631,0,CHANNEL
10/1/1988,13-02,751,0,CHANNEL
11/1/1988,13-02,927,0,CHANNEL
12/1/1988,13-02,659,0,CHANNEL
1/1/1989,13-02,906,0,CHANNEL
2/1/1989,13-02,1024,0,CHANNEL
3/1/1989,13-02,911,0,CHANNEL
4/1/1989,13-02,912,0,CHANNEL
5/1/1989,13-02,965,0,CHANNEL
6/1/1989,13-02,945,0,CHANNEL
7/1/1989,13-02,656,0,CHANNEL
8/1/1989,13-02,656,0,CHANNEL
9/1/1989,13-02,578,0,CHANNEL
10/1/1989,13-02,560,0,CHANNEL
11/1/1989,13-02,578,0,CHANNEL
12/1/1989,13-02,560,0,CHANNEL
1/1/1990,13-02,631,0,CHANNEL
2/1/1990,13-02,523,0,CHANNEL
3/1/1990,13-02,529,0,CHANNEL
4/1/1990,13-02,518,0,CHANNEL
5/1/1990,13-02,451,0,CHANNEL
6/1/1990,13-02,499,0,CHANNEL
7/1/1990,13-02,483,0,CHANNEL
8/1/1990,13-02,454,0,CHANNEL
9/1/1990,13-02,307,0,CHANNEL
10/1/1990,13-02,325,0,CHANNEL
11/1/1990,13-02,385,0,CHANNEL
12/1/1990,13-02,374,0,CHANNEL
1/1/1991,13-02,432,0,CHANNEL
2/1/1991,13-02,432,0,CHANNEL
3/1/1991,13-02,390,0,CHANNEL
4/1/1991,13-02,261,0,CHANNEL
5/1/1991,13-02,234,0,CHANNEL
6/1/1991,13-02,242,0,CHANNEL
7/1/1991,13-02,262,0,CHANNEL
8/1/1991,13-02,225,0,CHANNEL
9/1/1991,13-02,264,0,CHANNEL
10/1/1991,13-02,258,0,CHANNEL
11/1/1991,13-02,261,0,CHANNEL
12/1/1991,13-02,306,0,CHANNEL
1/1/1992,13-02,293,0,CHANNEL
2/1/1992,13-02,305,0,CHANNEL
3/1/1992,13-02,290,0,CHANNEL
4/1/1992,13-02,284,0,CHANNEL
5/1/1992,13-02,284,0,CHANNEL
6/1/1992,13-02,247,0,CHANNEL
7/1/1992,13-02,292,0,CHANNEL
8/1/1992,13-02,294,0,CHANNEL
9/1/1992,13-02,279,0,CHANNEL
10/1/1992,13-02,272,0,CHANNEL
11/1/1992,13-02,281,0,CHANNEL
12/1/1992,13-02,251,0,CHANNEL
1/1/1993,13-02,259,0,CHANNEL
2/1/1993,13-02,268,0,CHANNEL
3/1/1993,13-02,281,0,CHANNEL
4/1/1993,13-02,259,0,CHANNEL
5/1/1993,13-02,256,0,CHANNEL
6/1/1993,13-02,262,0,CHANNEL
7/1/1993,13-02,241,0,CHANNEL
8/1/1993,13-02,246,0,CHANNEL
9/1/1993,13-02,260,0,CHANNEL
10/1/1993,13-02,243,0,CHANNEL
11/1/1993,13-02,233,0,CHANNEL
12/1/1993,13-02,240,0,CHANNEL
1/1/1994,13-02,238,0,CHANNEL
2/1/1994,13-02,266,0,CHANNEL
3/1/1994,13-02,245,0,CHANNEL
7/1/1980,13-03,21,38,VALLEY
8/1/1980,13-03,60,41,VALLEY
9/1/1980,13-03,55,8,VALLEY
10/1/1980,13-03,47,46,VALLEY
11/1/1980,13-03,44,40,VALLEY
12/1/1980,13-03,37,44,VALLEY
1/1/1981,13-03,36,40,VALLEY
2/1/1981,13-03,33,26,VALLEY
3/1/1981,13-03,23,58,VALLEY
4/1/1981,13-03,32,33,VALLEY
5/1/1981,13-03,32,53,VALLEY
6/1/1981,13-03,34,21,VALLEY
7/1/1981,13-03,32,44,VALLEY
8/1/1981,13-03,25,23,VALLEY
9/1/1981,13-03,26,33,VALLEY
11/1/1981,13-03,26,48,VALLEY
12/1/1981,13-03,26,102,VALLEY
1/1/1982,13-03,18,20,VALLEY
2/1/1982,13-03,20,3,VALLEY
3/1/1982,13-03,21,17,VALLEY
4/1/1982,13-03,22,39,VALLEY
5/1/1982,13-03,21,25,VALLEY
6/1/1982,13-03,22,63,VALLEY
7/1/1982,13-03,26,37,VALLEY
8/1/1982,13-03,24,43,VALLEY
9/1/1982,13-03,24,27,VALLEY
10/1/1982,13-03,22,36,VALLEY
11/1/1982,13-03,26,47,VALLEY
12/1/1982,13-03,25,50,VALLEY
1/1/1983,13-03,25,34,VALLEY
2/1/1983,13-03,29,40,VALLEY
3/1/1983,13-03,24,43,VALLEY
4/1/1983,13-03,25,53,VALLEY
5/1/1983,13-03,24,14,VALLEY
6/1/1983,13-03,16,35,VALLEY
7/1/1983,13-03,15,26,VALLEY
8/1/1983,13-03,15,69,VALLEY
9/1/1983,13-03,17,35,VALLEY
10/1/1983,13-03,17,29,VALLEY
11/1/1983,13-03,12,17,VALLEY
12/1/1983,13-03,12,11,VALLEY
8/1/1984,13-03,12,9,VALLEY
9/1/1984,13-03,17,21,VALLEY
10/1/1984,13-03,16,28,VALLEY
11/1/1984,13-03,17,18,VALLEY
12/1/1984,13-03,16,25,VALLEY
1/1/1985,13-03,16,8,VALLEY
3/1/1985,13-03,2,1,VALLEY
6/1/1985,13-03,4,2,VALLEY
7/1/1985,13-03,7,7,VALLEY
8/1/1985,13-03,7,8,VALLEY
9/1/1985,13-03,8,7,VALLEY
10/1/1985,13-03,7,6,VALLEY
11/1/1985,13-03,8,8,VALLEY
12/1/1985,13-03,7,8,VALLEY
1/1/1986,13-03,7,10,VALLEY
2/1/1986,13-03,8,11,VALLEY
3/1/1986,13-03,7,13,VALLEY
4/1/1986,13-03,8,10,VALLEY
5/1/1986,13-03,3,8,VALLEY
6/1/1986,13-03,4,5,VALLEY
7/1/1986,13-03,3,10,VALLEY
8/1/1986,13-03,4,14,VALLEY
9/1/1986,13-03,4,14,VALLEY
10/1/1986,13-03,8,17,VALLEY
11/1/1986,13-03,8,23,VALLEY
12/1/1986,13-03,8,20,VALLEY
1/1/1987,13-03,12,16,VALLEY
2/1/1987,13-03,11,17,VALLEY
3/1/1987,13-03,11,17,VALLEY
4/1/1987,13-03,10,15,VALLEY
5/1/1987,13-03,9,15,VALLEY
6/1/1987,13-03,8,14,VALLEY
7/1/1987,13-03,8,10,VALLEY
8/1/1987,13-03,8,9,VALLEY
9/1/1987,13-03,6,8,VALLEY
10/1/1987,13-03,9,13,VALLEY
11/1/1987,13-03,10,13,VALLEY
12/1/1987,13-03,9,14,VALLEY
1/1/1988,13-03,11,14,VALLEY
2/1/1988,13-03,10,15,VALLEY
3/1/1988,13-03,10,15,VALLEY
4/1/1988,13-03,7,11,VALLEY
5/1/1988,13-03,7,10,VALLEY
6/1/1988,13-03,7,11,VALLEY
7/1/1988,13-03,7,13,VALLEY
8/1/1988,13-03,7,13,VALLEY
9/1/1988,13-03,7,13,VALLEY
10/1/1988,13-03,5,10,VALLEY
11/1/1988,13-03,5,11,VALLEY
12/1/1988,13-03,5,10,VALLEY
1/1/1989,13-03,4,7,VALLEY
6/1/1982,13-36,159,0,CHANNEL
7/1/1982,13-36,153,0,CHANNEL
8/1/1982,13-36,135,0,CHANNEL
9/1/1982,13-36,237,0,CHANNEL
10/1/1982,13-36,228,0,CHANNEL
11/1/1982,13-36,216,20,CHANNEL
12/1/1982,13-36,209,15,CHANNEL
1/1/1983,13-36,204,0,CHANNEL
2/1/1983,13-36,250,77,CHANNEL
3/1/1983,13-36,250,74,CHANNEL
4/1/1983,13-36,212,57,CHANNEL
5/1/1983,13-36,221,74,CHANNEL
6/1/1983,13-36,286,96,CHANNEL
7/1/1983,13-36,257,97,CHANNEL
8/1/1983,13-36,289,105,CHANNEL
9/1/1983,13-36,243,72,CHANNEL
10/1/1983,13-36,301,91,CHANNEL
11/1/1983,13-36,276,87,CHANNEL
12/1/1983,13-36,260,51,CHANNEL
1/1/1984,13-36,242,53,CHANNEL
2/1/1984,13-36,256,51,CHANNEL
3/1/1984,13-36,205,49,CHANNEL
4/1/1984,13-36,208,45,CHANNEL
5/1/1984,13-36,204,55,CHANNEL
6/1/1984,13-36,206,30,CHANNEL
7/1/1984,13-36,222,30,CHANNEL
8/1/1984,13-36,222,58,CHANNEL
9/1/1984,13-36,221,56,CHANNEL
10/1/1984,13-36,221,60,CHANNEL
11/1/1984,13-36,236,52,CHANNEL
12/1/1984,13-36,215,55,CHANNEL
1/1/1985,13-36,201,57,CHANNEL
2/1/1985,13-36,222,58,CHANNEL
3/1/1985,13-36,186,44,CHANNEL
4/1/1985,13-36,200,35,CHANNEL
5/1/1985,13-36,189,54,CHANNEL
6/1/1985,13-36,186,34,CHANNEL
7/1/1985,13-36,194,9,CHANNEL
8/1/1985,13-36,186,61,CHANNEL
9/1/1985,13-36,207,83,CHANNEL
10/1/1985,13-36,189,61,CHANNEL
11/1/1985,13-36,179,57,CHANNEL
12/1/1985,13-36,177,50,CHANNEL
1/1/1986,13-36,199,68,CHANNEL
2/1/1986,13-36,189,80,CHANNEL
3/1/1986,13-36,184,65,CHANNEL
4/1/1986,13-36,148,50,CHANNEL
5/1/1986,13-36,192,100,CHANNEL
6/1/1986,13-36,181,101,CHANNEL
7/1/1986,13-36,166,62,CHANNEL
8/1/1986,13-36,158,75,CHANNEL
9/1/1986,13-36,150,84,CHANNEL
10/1/1986,13-36,170,80,CHANNEL
11/1/1986,13-36,162,88,CHANNEL
12/1/1986,13-36,148,98,CHANNEL
1/1/1987,13-36,158,120,CHANNEL
2/1/1987,13-36,136,104,CHANNEL
3/1/1987,13-36,122,155,CHANNEL
4/1/1987,13-36,161,144,CHANNEL
5/1/1987,13-36,148,121,CHANNEL
6/1/1987,13-36,145,100,CHANNEL
7/1/1987,13-36,138,91,CHANNEL
8/1/1987,13-36,133,85,CHANNEL
9/1/1987,13-36,133,83,CHANNEL
10/1/1987,13-36,139,89,CHANNEL
11/1/1987,13-36,144,100,CHANNEL
12/1/1987,13-36,137,111,CHANNEL
1/1/1988,13-36,151,131,CHANNEL
2/1/1988,13-36,138,146,CHANNEL
3/1/1988,13-36,119,131,CHANNEL
4/1/1988,13-36,139,187,CHANNEL
5/1/1988,13-36,151,193,CHANNEL
6/1/1988,13-36,149,195,CHANNEL
7/1/1988,13-36,144,193,CHANNEL
8/1/1988,13-36,134,189,CHANNEL
9/1/1988,13-36,135,202,CHANNEL
10/1/1988,13-36,133,202,CHANNEL
11/1/1988,13-36,107,171,CHANNEL
12/1/1988,13-36,123,201,CHANNEL
1/1/1989,13-36,113,193,CHANNEL
2/1/1989,13-36,120,184,CHANNEL
3/1/1989,13-36,121,213,CHANNEL
4/1/1989,13-36,108,207,CHANNEL
5/1/1989,13-36,105,194,CHANNEL
6/1/1989,13-36,97,184,CHANNEL
7/1/1989,13-36,87,161,CHANNEL
8/1/1989,13-36,100,199,CHANNEL
9/1/1989,13-36,93,187,CHANNEL
10/1/1989,13-36,84,175,CHANNEL
11/1/1989,13-36,85,179,CHANNEL
12/1/1989,13-36,81,178,CHANNEL
1/1/1990,13-36,75,161,CHANNEL
2/1/1990,13-36,80,166,CHANNEL
3/1/1990,13-36,81,162,CHANNEL
4/1/1990,13-36,73,146,CHANNEL
5/1/1990,13-36,63,165,CHANNEL
6/1/1990,13-36,62,165,CHANNEL
7/1/1990,13-36,54,148,CHANNEL
8/1/1990,13-36,54,142,CHANNEL
9/1/1990,13-36,44,124,CHANNEL
10/1/1990,13-36,52,158,CHANNEL
11/1/1990,13-36,53,143,CHANNEL
12/1/1990,13-36,41,144,CHANNEL
1/1/1991,13-36,36,90,CHANNEL
2/1/1991,13-36,40,98,CHANNEL
3/1/1991,13-36,35,123,CHANNEL
4/1/1991,13-36,34,179,CHANNEL
5/1/1991,13-36,39,166,CHANNEL
6/1/1991,13-36,34,124,CHANNEL
7/1/1991,13-36,40,178,CHANNEL
8/1/1991,13-36,32,149,CHANNEL
9/1/1991,13-36,36,171,CHANNEL
10/1/1991,13-36,34,145,CHANNEL
11/1/1991,13-36,26,120,CHANNEL
12/1/1991,13-36,23,115,CHANNEL
1/1/1992,13-36,21,97,CHANNEL
2/1/1992,13-36,18,77,CHANNEL
3/1/1992,13-36,21,74,CHANNEL
4/1/1992,13-36,18,80,CHANNEL
5/1/1992,13-36,17,70,CHANNEL
6/1/1992,13-36,18,64,CHANNEL
7/1/1992,13-36,17,222,CHANNEL
8/1/1992,13-36,17,241,CHANNEL
9/1/1992,13-36,18,114,CHANNEL
10/1/1992,13-36,17,346,CHANNEL
11/1/1992,13-36,18,330,CHANNEL
12/1/1992,13-36,17,172,CHANNEL
3/1/1993,13-36,31,310,CHANNEL
4/1/1993,13-36,45,544,CHANNEL
5/1/1993,13-36,43,487,CHANNEL
6/1/1993,13-36,45,513,CHANNEL
7/1/1993,13-36,43,490,CHANNEL
8/1/1993,13-36,43,427,CHANNEL
9/1/1993,13-36,37,387,CHANNEL
10/1/1993,13-36,34,361,CHANNEL
11/1/1993,13-36,35,399,CHANNEL
12/1/1993,13-36,35,416,CHANNEL
1/1/1994,13-36,35,415,CHANNEL
2/1/1994,13-36,38,465,CHANNEL
3/1/1994,13-36,34,441,CHANNEL
1/1/1979,14-02,307,0,CHANNEL
2/1/1979,14-02,335,0,CHANNEL
3/1/1979,14-02,296,0,CHANNEL
4/1/1979,14-02,264,0,CHANNEL
5/1/1979,14-02,256,0,CHANNEL
6/1/1979,14-02,226,0,CHANNEL
7/1/1979,14-02,276,0,CHANNEL
8/1/1979,14-02,276,0,CHANNEL
9/1/1979,14-02,206,0,CHANNEL
10/1/1979,14-02,248,0,CHANNEL
11/1/1979,14-02,215,0,CHANNEL
12/1/1979,14-02,208,0,CHANNEL
1/1/1980,14-02,208,0,CHANNEL
2/1/1980,14-02,219,0,CHANNEL
3/1/1980,14-02,204,0,CHANNEL
4/1/1980,14-02,211,0,CHANNEL
5/1/1980,14-02,204,0,CHANNEL
6/1/1980,14-02,180,0,CHANNEL
7/1/1980,14-02,174,0,CHANNEL
8/1/1980,14-02,126,0,CHANNEL
9/1/1980,14-02,151,0,CHANNEL
10/1/1980,14-02,146,0,CHANNEL
11/1/1980,14-02,151,0,CHANNEL
12/1/1980,14-02,146,0,CHANNEL
1/1/1981,14-02,146,0,CHANNEL
3/1/1981,14-02,146,0,CHANNEL
